Scheme Name,URL,Benefits
"Niramaya Scheme","https://www.myscheme.gov.in/schemes/ns","Benefits
Cashless Medicinal Drugs: This scheme provides free medicines treatment to the beneficiaries of the scheme. This means that they can avail of medical drugs without having to pay any cash upfront.
No Age Limit: The scheme has no age limit, and anyone can avail of the benefits of the scheme, including senior citizens.
Easy Enrollment: The enrollment process for the scheme is simple and hassle-free, and anyone can enroll in the scheme by submitting the required documents.
Increased Access: Ensures that more people have access to necessary health services.
Reduced Financial Burden: Helps in alleviating the financial burden on families for medical treatments.
Enhanced Health Outcomes: By improving the quality of care and ensuring timely treatment, the scheme contributes to better health outcomes."
"Skill Development Training - 15 Days Residential Skill Up-gradation Training Programme","https://www.myscheme.gov.in/schemes/sugtpctrcw-t","Benefits
Stipend: 
₹300/- per day per trainee

Duration:
15 working days (120 Hours total: 24 Hours of Theory, 96 Hours of Practical Training)"
"Sainik School Sujanpur Tihra Scholarship Scheme","https://www.myscheme.gov.in/schemes/ssstss","Benefits
Under the scheme, the scholarship will be given to the eligible students at the rate of ₹18,000/- per annum.
The students will also be given Dietary Money @ ₹10/- per day for 295 days.
Clothing Allowance @ ₹1,500/- per annum for the first year and ₹750/- per annum for the subsequent years."
"Spurring Entrepreneurship Initiative","https://www.myscheme.gov.in/schemes/sei","Benefits
Financial Assistance provided under this scheme shall be provided by J&K Bank as a start-up loan. 
Assistance under the scheme shall be a minimum ₹2 Lakhs and a maximum of up to ₹20 Lakhs including the interest capitalized during the implementation period shall be provided as assistance.
There will be no margin money requirement to be paid by the applicant.
Selected applicants shall only have to repay the principal amount provided to them as assistance by Mission Youth. 
Interest component subject to a maximum of ₹2 Lakh and subject to the condition that the applicant doesn’t make any default in repayment of the principal amount shall be paid by Mission Youth.
The amount of assistance provided by Mission Youth (MY) has to be compulsorily utilized for the establishment of a Startup only.
The bank shall extend the loan facility as per their normal assessment procedure."
"Sukhad Sahara Yojana","https://www.myscheme.gov.in/schemes/ssychh","Benefits
Under this scheme, eligible beneficiaries will receive financial assistance of ₹500/- per month.
Note: The amount of assistance will be directly transferred to the applicant's bank account."
"Mentally Retarded Children Benefit Scheme (P.B.O.C.W.W.B)","https://www.myscheme.gov.in/schemes/mrcbspbocwwb","Benefits
Financial Coverage: ₹20,000/- Per Year."
"Artificial Limbs and Assistive Devices Supply Scheme","https://www.myscheme.gov.in/schemes/aladss","Benefits
Under this scheme, various assistive devices such as tricycles, baishakhi, hearing aids, Braille kits, wheelchairs, tape recorders, calipers, white canes, and other artificial limbs are provided to persons with disabilities.
Note 1: Artificial limbs/assistive devices are provided free of cost to individuals with disabilities if their or their parent's or guardian's monthly income is ₹5,000/- or less.
Note 2: Artificial limbs/assistive devices are provided to individuals with disabilities if their or their parent's or guardian's monthly income is between ₹5,001/- and ₹8,000/-, after depositing 50% of the total cost.
Note 3: The maximum value of artificial limbs/assistive devices provided under this scheme is ₹6,900/-."
"Skill Upgradation and Vocational Education Scheme: For Worker (P.B.O.C.W.W.B)","https://www.myscheme.gov.in/schemes/suvesfwpbocwwb","Benefits
Financial Assistance: 
Full course fee for admission fee/ coaching fee.
Full course fee for hostel boarding/ lodging."
"Rashtriya Gram Swaraj Abhiyan - Internship Program","https://www.myscheme.gov.in/schemes/rgsaip","Benefits
The selected candidates will receive a certificate of completion.
The Internship Program, MoPR shall provide a flat rate/amount of Rs.7,000/- per month as ‘stipend’ to the ‘Intern’, depending on the best applicants."
"Skill Development Training - 90 Days Skill Development Training Programme in Curtain & Garment Stitching","https://www.myscheme.gov.in/schemes/sdt-90dsdtpcgs","Benefits
Skill Development: 
Gain hands-on experience and technical skills in curtain and garment stitching (tailoring).

Domestic Sewing Machine: 
Each participant receives a domestic sewing machine upon completion of the training, included in the training fee.

Duration:
The programme lasts 90 days, with a total of 600 hours of training."
"Leave Travelling Concession Scheme (P.B.O.C.W.W.B)","https://www.myscheme.gov.in/schemes/ltcpbocwwb","Benefits
Financial Assistance: An amount of ₹2000/- as Leave Travelling Concession (LTC).
Note:
The benefit of L.T.C shall be granted after the return from the journey on submitting Self-declaration/ proof online through the Labour Inspector/Labour Enforcement Officer of the area or through the nearest Suvidha Kendra.
In the event of any incident during the journey, he will not be entitled to any compensation under this scheme."
"Balri Birth Gift Scheme (P.B.O.C.W.W.B)","https://www.myscheme.gov.in/schemes/bbgspbocwwb","Benefits
Financial Assistance: ₹51,000/- in the form of an Fixed Deposit Receipt (FDR) for each female child (up to two girls).
Note: The FDR can only be encashed at the time of the daughter's marriage."
"Women Self Employment Scheme","https://www.myscheme.gov.in/schemes/wses","Benefits
Financial Assistance of ₹5,000/- provides women to help them start small businesses or trade activities."
"Chief Minister Kanya Utthan Yojana","https://www.myscheme.gov.in/schemes/cmkuy","Benefits
Target Group
To the girl child born from the date of issue of notification.
Given only to two girl children of the family.
Payable to a family resident in Bihar.

Nature of Grant:
Rs. 2,000/- will be transferred to the Parents/guardians of every girl child in the age group from 0 to 1 year. 
After the completion of 1 year of the girl child and Aadhaar registration, the amount of Rs. 1,000/- will be payable again in the same account."
"Mukhyamantri Shramik Aujaar Sahayata Yojana","https://www.myscheme.gov.in/schemes/msasy","Benefits
Tool kits can given free of cost to the registered construction worker."
"Bihar Disability Pension Scheme","https://www.myscheme.gov.in/schemes/bdps","Benefits
Under this scheme, eligible differently-abled persons will receive a monthly pension of ₹400/-. 
Note: The pension amount is being paid to the beneficiaries through the Direct Benefit Transfer (DBT) process. In this process, the pension amount is transferred directly into the beneficiaries' accounts via the Public Financial Management System (PFMS) at the state level, based on the account numbers provided by the beneficiaries."
"Craftsman Training Scheme - Maharashtra","https://www.myscheme.gov.in/schemes/cts-maharashtra","Benefits
Stipend ₹500/- per month."
"Indira Gandhi National Old Age Pension Scheme- Bihar","https://www.myscheme.gov.in/schemes/ignoapsb","Benefits
Under this scheme, eligible beneficiaries will receive monthly pension as follows:
Beneficiaries aged 60 to 79 years: ₹400/- per month
Beneficiaries aged 80 years or above: ₹500/- per month
Note: The pension amount is being paid to the beneficiaries under the Direct Benefit Transfer (DBT) process. In this process, the pension amount is paid directly into the accounts of the beneficiaries through PFMS from the state level on the basis of the account number provided by the beneficiaries."
"Bihar Shatabdi AIDS Pirit Kalyan Yojana","https://www.myscheme.gov.in/schemes/bsaidspky","Benefits
Under this scheme, financial assistance of ₹1,500/- per month is given to AIDS patients."
"Chief Minister Family Benefit Scheme","https://www.myscheme.gov.in/schemes/cmfbs","Benefits
Under this scheme, a one-time grant of ₹20,000/- is provided to the family or close relative of the deceased person."
"Samekit Baal Vikas Chhtra Yojana: Dress for Pre-school Children","https://www.myscheme.gov.in/schemes/sbvcydpsc","Benefits
Under this scheme, all children aged 3 to 6 years who are enrolled at Anganwadi Centres and receiving pre-school education are provided ₹400/- per year per child for uniforms."
"Mukhyamantri Alpsankhyak Chhatravas Yojana","https://www.myscheme.gov.in/schemes/mmacy","Benefits
Under this scheme, students from minority communities who are studying and residing in hostels run by the Minority Welfare Department, Government of Bihar, will receive the following benefits:
A monthly stipend of ₹1,000/-.
Provision of essential facilities such as cots, mattresses, bed sheets, tables, chairs for studying, as well as cooking utensils and kitchen facilities. 
Monthly distribution of 9 kg of rice and 6 kg of wheat to each student."
"Parivaar Pension Yojana (JBOCWWB)","https://www.myscheme.gov.in/schemes/ppy-jbocwwb","Benefits
The scheme provides 50% of the pension amount or a maximum of ₹ 500/- to the family members of the deceased pensioner."
"Nirman Shramik Antrashtriya Khel Pratiyogiyo Hetu Protsahan Yojana","https://www.myscheme.gov.in/schemes/nsakppy","Benefits
The incentive amount under this scheme for International level sports competition to the eligible beneficiary or his children will be given as follows: -
Participating in the competition-  ₹ 2,00,000/-
On receiving the Bronze medal-   ₹5,00,000/-
On receiving the Silver medal-     ₹8,00,000/-
On receiving the Gold medal-       ₹11,00,000/-"
"Assistance For Major Ailments (Karmika Chikitsa Bhagya) (K.B.O.C.W.W.B)","https://www.myscheme.gov.in/schemes/amakcbkassistance-for-major-ailments-karmika-chikitsa-bhagya-kbocwwb","Benefits
Financial Assistance: ₹2,00,000/- for major ailment treatments."
